Source Country,Destination Country,Path Length
Gibraltar,Niger,3
Gibraltar,Colombia,3
Gibraltar,Ecuador,3
Gibraltar,Liberia,3
Gibraltar,Gambia,3
Gibraltar,Guinea,3
Gibraltar,Guinea-Bissau,3
Gibraltar,Cameroon,3
Gibraltar,Djibouti,3
Gibraltar,Somalia,3
Gibraltar,Australia,3
Gibraltar,Taiwan,3
Gibraltar,Cambodia,3
Gibraltar,Burma,3
Gibraltar,Vietnam,3
Gibraltar,Aruba,3
Gibraltar,Venezuela,3
Gibraltar,Netherlands Antilles,3
Gibraltar,Guadeloupe,3
Gibraltar,French Guiana,3
Gibraltar,Martinique,3
Gibraltar,Dominica,3
Gibraltar,Northern Mariana Islands,3
Gibraltar,Nepal,3
Gibraltar,Guatemala,3
Gibraltar,Costa Rica,3
Gibraltar,Afghanistan,3
Gibraltar,Bosnia and Herzegovina,3
Gibraltar,Panama,3
Gibraltar,Nicaragua,3
Gibraltar,South Sudan,3
Gibraltar,Tanzania,3
Gibraltar,Brunei,3
Gibraltar,Indonesia,3
Gibraltar,Macau,3
Gibraltar,Saint Kitts and Nevis,3
Gibraltar,Uruguay,3
Gibraltar,Paraguay,3
Gibraltar,Chile,3
Gibraltar,Belize,3
Gibraltar,Honduras,3
Gibraltar,Georgia,3
Gibraltar,Armenia,3
Gibraltar,Guam,3
Gibraltar,Suriname,3
Gibraltar,Haiti,3
Gibraltar,Tajikistan,3
Gibraltar,Kyrgyzstan,3
Gibraltar,Chad,3
Gibraltar,Anguilla,3
Gibraltar,Puerto Rico,3
Gibraltar,British Virgin Islands,4
Gibraltar,Virgin Islands,3
Gibraltar,New Zealand,3
Gibraltar,French Polynesia,3
Gibraltar,Cayman Islands,3
Gibraltar,Turks and Caicos Islands,3
Gibraltar,Peru,3
Gibraltar,El Salvador,3
Gibraltar,Grenada,3
Gibraltar,Fiji,3
Gibraltar,Bolivia,3
Gibraltar,Burundi,3
Gibraltar,Rwanda,3
Gibraltar,Congo (Kinshasa),3
Gibraltar,Zimbabwe,3
Gibraltar,Central African Republic,3
Gibraltar,Laos,3
Gibraltar,Congo (Brazzaville),3
Gibraltar,Gabon,3
Gibraltar,Mauritania,3
Gibraltar,Madagascar,3
Gibraltar,Equatorial Guinea,3
Gibraltar,Mayotte,3
Gibraltar,Comoros,3
Gibraltar,Zambia,3
Gibraltar,Malawi,3
Gibraltar,Reunion,3
Gibraltar,Palau,3
Gibraltar,Western Sahara,3
Gibraltar,Sudan,3
Gibraltar,Seychelles,3
Gibraltar,Namibia,3
Gibraltar,Botswana,3
Gibraltar,Guyana,3
Gibraltar,North Korea,3
Gibraltar,Mongolia,3
Gibraltar,Papua New Guinea,3
Gibraltar,Sao Tome and Principe,3
Gibraltar,Iraq,3
Gibraltar,Yemen,3
Gibraltar,Mozambique,3
Gibraltar,Samoa,3
Gibraltar,Kiribati,3
Gibraltar,Tuvalu,4
Gibraltar,Solomon Islands,4
Gibraltar,Vanuatu,4
Gibraltar,Tonga,4
Gibraltar,Greenland,3
Gibraltar,Cook Islands,3
Gibraltar,American Samoa,3
Gibraltar,Eritrea,3
Gibraltar,Bhutan,3
Gibraltar,Falkland Islands,3
Gibraltar,Saint Vincent and the Grenadines,3
Gibraltar,East Timor,3
Gibraltar,New Caledonia,3
Gibraltar,Norfolk Island,4
Gibraltar,Nauru,4
Gibraltar,Marshall Islands,3
Gibraltar,Saint Pierre and Miquelon,3
Gibraltar,Faroe Islands,3
Gibraltar,Lesotho,3
Gibraltar,Swaziland,3
Gibraltar,Wallis and Futuna,4
Gibraltar,Micronesia,4
Gibraltar,Cocos (Keeling) Islands,5
Gibraltar,Christmas Island,4
Grenada,Azerbaijan,3
Grenada,Cote d'Ivoire,3
Grenada,Burkina Faso,3
Grenada,Mali,3
Grenada,Benin,3
Grenada,Togo,3
Grenada,Niger,3
Grenada,Cyprus,3
Grenada,Liberia,3
Grenada,Gambia,3
Grenada,Sierra Leone,3
Grenada,Guinea,3
Grenada,Guinea-Bissau,3
Grenada,Cameroon,3
Grenada,Djibouti,3
Grenada,Somalia,3
Grenada,Kenya,3
Grenada,Thailand,3
Grenada,Singapore,3
Grenada,Malaysia,3
Grenada,Cambodia,3
Grenada,Burma,3
Grenada,Vietnam,3
Grenada,Croatia,3
Grenada,Uzbekistan,3
Grenada,Montenegro,3
Grenada,French Guiana,3
Grenada,Northern Mariana Islands,3
Grenada,Bangladesh,3
Grenada,Oman,3
Grenada,Nepal,3
Grenada,Afghanistan,3
Grenada,Serbia,3
Grenada,Macedonia,3
Grenada,Hungary,3
Grenada,Czech Republic,3
Grenada,Bosnia and Herzegovina,3
Grenada,South Sudan,3
Grenada,Tanzania,3
Grenada,Brunei,3
Grenada,Indonesia,3
Grenada,Macau,3
Grenada,Georgia,3
Grenada,Armenia,3
Grenada,Tajikistan,3
Grenada,Kazakhstan,3
Grenada,Kyrgyzstan,3
Grenada,Iran,3
Grenada,Libya,3
Grenada,Chad,3
Grenada,Anguilla,3
Grenada,British Virgin Islands,3
Grenada,Moldova,3
Grenada,Romania,3
Grenada,Bahrain,3
Grenada,Sri Lanka,3
Grenada,Bulgaria,3
Grenada,Albania,3
Grenada,Uganda,3
Grenada,Gibraltar,3
Grenada,Luxembourg,3
Grenada,Guernsey,3
Grenada,Jersey,3
Grenada,Malta,3
Grenada,Burundi,3
Grenada,Rwanda,3
Grenada,Angola,3
Grenada,Lithuania,3
Grenada,Congo (Kinshasa),3
Grenada,Zimbabwe,3
Grenada,Lebanon,3
Grenada,Central African Republic,3
Grenada,Laos,3
Grenada,Congo (Brazzaville),3
Grenada,Gabon,3
Grenada,Slovenia,3
Grenada,Mauritius,3
Grenada,Mauritania,3
Grenada,Madagascar,3
Grenada,Equatorial Guinea,3
Grenada,Mayotte,3
Grenada,Comoros,4
Grenada,Zambia,3
Grenada,Malawi,3
Grenada,Reunion,3
Grenada,Palau,3
Grenada,Maldives,3
Grenada,Western Sahara,3
Grenada,Belarus,3
Grenada,Estonia,3
Grenada,Sudan,3
Grenada,Seychelles,3
Grenada,Turkmenistan,3
Grenada,Isle of Man,3
Grenada,Namibia,3
Grenada,Botswana,3
Grenada,North Korea,3
Grenada,Mongolia,3
Grenada,Papua New Guinea,3
Grenada,Slovakia,3
Grenada,Sao Tome and Principe,3
Grenada,Iraq,3
Grenada,Yemen,3
Grenada,Mozambique,3
Grenada,Tuvalu,3
Grenada,Solomon Islands,3
Grenada,Vanuatu,3
Grenada,Tonga,3
Grenada,Greenland,3
Grenada,Eritrea,3
Grenada,Bhutan,3
Grenada,Falkland Islands,3
Grenada,East Timor,3
Grenada,New Caledonia,3
Grenada,Norfolk Island,3
Grenada,Nauru,3
Grenada,Faroe Islands,3
Grenada,Lesotho,3
Grenada,Swaziland,3
Grenada,Wallis and Futuna,3
Grenada,Micronesia,3
Grenada,Cocos (Keeling) Islands,4
Grenada,Christmas Island,3
Fiji,Azerbaijan,3
Fiji,Cote d'Ivoire,3
Fiji,Burkina Faso,3
Fiji,Mali,3
Fiji,Benin,3
Fiji,Togo,3
Fiji,Niger,3
Fiji,Cyprus,3
Fiji,Liberia,3
Fiji,Gambia,3
Fiji,Sierra Leone,3
Fiji,Guinea,3
Fiji,Guinea-Bissau,3
Fiji,Cameroon,3
Fiji,Djibouti,3
Fiji,Somalia,3
Fiji,Croatia,3
Fiji,Montenegro,3
Fiji,French Guiana,3
Fiji,Dominica,3
Fiji,Oman,3
Fiji,Cuba,3
Fiji,Afghanistan,3
Fiji,Serbia,3
Fiji,Macedonia,3
Fiji,Algeria,3
Fiji,Hungary,3
Fiji,Bosnia and Herzegovina,3
Fiji,Tunisia,3
Fiji,South Sudan,3
Fiji,Tanzania,3
Fiji,Georgia,3
Fiji,Armenia,3
Fiji,Suriname,3
Fiji,Tajikistan,3
Fiji,Kyrgyzstan,3
Fiji,Iran,3
Fiji,Libya,3
Fiji,Chad,3
Fiji,Anguilla,3
Fiji,British Virgin Islands,3
Fiji,Moldova,3
Fiji,Romania,3
Fiji,Bahrain,3
Fiji,Bulgaria,3
Fiji,Albania,3
Fiji,Uganda,3
Fiji,Gibraltar,3
Fiji,Luxembourg,3
Fiji,Guernsey,3
Fiji,Jersey,3
Fiji,Malta,3
Fiji,Burundi,3
Fiji,Rwanda,3
Fiji,Angola,3
Fiji,Lithuania,3
Fiji,Congo (Kinshasa),3
Fiji,Zimbabwe,3
Fiji,Lebanon,3
Fiji,Central African Republic,3
Fiji,Congo (Brazzaville),3
Fiji,Gabon,3
Fiji,Slovenia,3
Fiji,Mauritania,3
Fiji,Madagascar,3
Fiji,Equatorial Guinea,3
Fiji,Mayotte,3
Fiji,Comoros,3
Fiji,Zambia,3
Fiji,Malawi,3
Fiji,Reunion,3
Fiji,Western Sahara,3
Fiji,Belarus,3
Fiji,Estonia,3
Fiji,Sudan,3
Fiji,Seychelles,3
Fiji,Turkmenistan,3
Fiji,Isle of Man,3
Fiji,Namibia,3
Fiji,Botswana,3
Fiji,North Korea,3
Fiji,Slovakia,3
Fiji,Sao Tome and Principe,3
Fiji,Iraq,3
Fiji,Yemen,3
Fiji,Mozambique,3
Fiji,Greenland,3
Fiji,Eritrea,3
Fiji,Bhutan,3
Fiji,Falkland Islands,3
Fiji,Saint Vincent and the Grenadines,3
Fiji,Saint Pierre and Miquelon,3
Fiji,Faroe Islands,3
Fiji,Lesotho,3
Fiji,Swaziland,3
Fiji,Micronesia,3
Fiji,Cocos (Keeling) Islands,3
Luxembourg,Somalia,3
Luxembourg,Australia,3
Luxembourg,Cambodia,3
Luxembourg,Burma,3
Luxembourg,Dominica,3
Luxembourg,Northern Mariana Islands,3
Luxembourg,Nicaragua,3
Luxembourg,South Sudan,3
Luxembourg,Brunei,3
Luxembourg,Indonesia,3
Luxembourg,Macau,3
Luxembourg,Saint Kitts and Nevis,3
Luxembourg,Paraguay,3
Luxembourg,Belize,3
Luxembourg,Honduras,3
Luxembourg,Guam,3
Luxembourg,Anguilla,3
Luxembourg,British Virgin Islands,3
Luxembourg,New Zealand,3
Luxembourg,French Polynesia,3
Luxembourg,Cayman Islands,3
Luxembourg,Turks and Caicos Islands,3
Luxembourg,El Salvador,3
Luxembourg,Grenada,3
Luxembourg,Fiji,3
Luxembourg,Burundi,3
Luxembourg,Laos,3
Luxembourg,Comoros,3
Luxembourg,Zambia,3
Luxembourg,Malawi,3
Luxembourg,Palau,3
Luxembourg,Botswana,3
Luxembourg,Guyana,3
Luxembourg,North Korea,3
Luxembourg,Mongolia,3
Luxembourg,Papua New Guinea,3
Luxembourg,Samoa,3
Luxembourg,Kiribati,3
Luxembourg,Tuvalu,4
Luxembourg,Solomon Islands,4
Luxembourg,Vanuatu,4
Luxembourg,Tonga,4
Luxembourg,Cook Islands,3
Luxembourg,American Samoa,3
Luxembourg,Eritrea,3
Luxembourg,Bhutan,3
Luxembourg,Falkland Islands,3
Luxembourg,Saint Vincent and the Grenadines,3
Luxembourg,East Timor,3
Luxembourg,New Caledonia,3
Luxembourg,Norfolk Island,4
Luxembourg,Nauru,4
Luxembourg,Marshall Islands,3
Luxembourg,Saint Pierre and Miquelon,3
Luxembourg,Lesotho,3
Luxembourg,Swaziland,3
Luxembourg,Wallis and Futuna,4
Luxembourg,Micronesia,4
Luxembourg,Cocos (Keeling) Islands,5
Luxembourg,Christmas Island,4
Bolivia,Azerbaijan,3
Bolivia,Cote d'Ivoire,3
Bolivia,Burkina Faso,3
Bolivia,Mali,3
Bolivia,Benin,3
Bolivia,Niger,3
Bolivia,Cyprus,3
Bolivia,Liberia,3
Bolivia,Sierra Leone,3
Bolivia,Guinea,3
Bolivia,Guinea-Bissau,3
Bolivia,Cameroon,3
Bolivia,Djibouti,3
Bolivia,Somalia,3
Bolivia,Kenya,3
Bolivia,Malaysia,3
Bolivia,Cambodia,3
Bolivia,Burma,3
Bolivia,Vietnam,3
Bolivia,Uzbekistan,3
Bolivia,Montenegro,3
Bolivia,Dominica,3
Bolivia,Northern Mariana Islands,3
Bolivia,Bangladesh,3
Bolivia,Oman,3
Bolivia,Nepal,3
Bolivia,Afghanistan,3
Bolivia,Serbia,3
Bolivia,Macedonia,3
Bolivia,Bosnia and Herzegovina,3
Bolivia,South Sudan,3
Bolivia,Tanzania,3
Bolivia,Brunei,3
Bolivia,Indonesia,3
Bolivia,Macau,3
Bolivia,Georgia,3
Bolivia,Armenia,3
Bolivia,Tajikistan,3
Bolivia,Kazakhstan,3
Bolivia,Kyrgyzstan,3
Bolivia,Iran,3
Bolivia,Chad,3
Bolivia,Anguilla,3
Bolivia,British Virgin Islands,3
Bolivia,Moldova,3
Bolivia,Bahrain,3
Bolivia,Sri Lanka,3
Bolivia,Albania,3
Bolivia,Uganda,3
Bolivia,Gibraltar,3
Bolivia,Guernsey,3
Bolivia,Jersey,3
Bolivia,Burundi,3
Bolivia,Rwanda,3
Bolivia,Congo (Kinshasa),3
Bolivia,Zimbabwe,3
Bolivia,Lebanon,3
Bolivia,Central African Republic,3
Bolivia,Laos,3
Bolivia,Congo (Brazzaville),3
Bolivia,Gabon,3
Bolivia,Slovenia,3
Bolivia,Mauritius,3
Bolivia,Madagascar,3
Bolivia,Mayotte,3
Bolivia,Comoros,4
Bolivia,Zambia,3
Bolivia,Malawi,3
Bolivia,Reunion,3
Bolivia,Palau,3
Bolivia,Maldives,3
Bolivia,Sudan,3
Bolivia,Seychelles,3
Bolivia,Turkmenistan,3
Bolivia,Isle of Man,3
Bolivia,Namibia,3
Bolivia,Botswana,3
Bolivia,North Korea,3
Bolivia,Mongolia,3
Bolivia,Papua New Guinea,3
Bolivia,Sao Tome and Principe,3
Bolivia,Iraq,3
Bolivia,Yemen,3
Bolivia,Mozambique,3
Bolivia,Tuvalu,3
Bolivia,Solomon Islands,3
Bolivia,Vanuatu,3
Bolivia,Tonga,3
Bolivia,Greenland,3
Bolivia,Eritrea,3
Bolivia,Bhutan,3
Bolivia,Saint Vincent and the Grenadines,3
Bolivia,East Timor,3
Bolivia,New Caledonia,3
Bolivia,Norfolk Island,3
Bolivia,Nauru,3
Bolivia,Saint Pierre and Miquelon,3
Bolivia,Faroe Islands,3
Bolivia,Lesotho,3
Bolivia,Swaziland,3
Bolivia,Wallis and Futuna,3
Bolivia,Micronesia,3
Bolivia,Cocos (Keeling) Islands,4
Bolivia,Christmas Island,3
Guernsey,Gambia,3
Guernsey,Guinea-Bissau,3
Guernsey,Somalia,3
Guernsey,Australia,3
Guernsey,Cambodia,3
Guernsey,Burma,3
Guernsey,Dominica,3
Guernsey,Northern Mariana Islands,3
Guernsey,Nepal,3
Guernsey,Guatemala,3
Guernsey,Costa Rica,3
Guernsey,Afghanistan,3
Guernsey,Nicaragua,3
Guernsey,South Sudan,3
Guernsey,Brunei,3
Guernsey,Indonesia,3
Guernsey,Macau,3
Guernsey,Saint Kitts and Nevis,3
Guernsey,Uruguay,3
Guernsey,Paraguay,3
Guernsey,Belize,3
Guernsey,Honduras,3
Guernsey,Guam,3
Guernsey,Kyrgyzstan,3
Guernsey,Anguilla,3
Guernsey,British Virgin Islands,3
Guernsey,New Zealand,3
Guernsey,French Polynesia,3
Guernsey,Cayman Islands,3
Guernsey,Turks and Caicos Islands,3
Guernsey,El Salvador,3
Guernsey,Grenada,3
Guernsey,Fiji,3
Guernsey,Bolivia,3
Guernsey,Burundi,3
Guernsey,Laos,3
Guernsey,Equatorial Guinea,3
Guernsey,Comoros,3
Guernsey,Zambia,3
Guernsey,Malawi,3
Guernsey,Palau,3
Guernsey,Western Sahara,3
Guernsey,Sudan,3
Guernsey,Botswana,3
Guernsey,Guyana,3
Guernsey,North Korea,3
Guernsey,Mongolia,3
Guernsey,Papua New Guinea,3
Guernsey,Sao Tome and Principe,3
Guernsey,Yemen,3
Guernsey,Mozambique,3
Guernsey,Samoa,3
Guernsey,Kiribati,3
Guernsey,Tuvalu,4
Guernsey,Solomon Islands,4
Guernsey,Vanuatu,4
Guernsey,Tonga,4
Guernsey,Greenland,3
Guernsey,Cook Islands,3
Guernsey,American Samoa,3
Guernsey,Eritrea,3
Guernsey,Bhutan,3
Guernsey,Falkland Islands,3
Guernsey,Saint Vincent and the Grenadines,3
Guernsey,East Timor,3
Guernsey,New Caledonia,3
Guernsey,Norfolk Island,4
Guernsey,Nauru,4
Guernsey,Marshall Islands,3
Guernsey,Saint Pierre and Miquelon,3
Guernsey,Faroe Islands,3
Guernsey,Lesotho,3
Guernsey,Swaziland,3
Guernsey,Wallis and Futuna,4
Guernsey,Micronesia,4
Guernsey,Cocos (Keeling) Islands,5
Guernsey,Christmas Island,4
Jersey,Gambia,3
Jersey,Guinea-Bissau,3
Jersey,Somalia,3
Jersey,Australia,3
Jersey,Cambodia,3
Jersey,Burma,3
Jersey,Dominica,3
Jersey,Northern Mariana Islands,3
Jersey,Nepal,3
Jersey,Guatemala,3
Jersey,Costa Rica,3
Jersey,Afghanistan,3
Jersey,Nicaragua,3
Jersey,South Sudan,3
Jersey,Brunei,3
Jersey,Indonesia,3
Jersey,Macau,3
Jersey,Saint Kitts and Nevis,3
Jersey,Uruguay,3
Jersey,Paraguay,3
Jersey,Belize,3
Jersey,Honduras,3
Jersey,Guam,3
Jersey,Kyrgyzstan,3
Jersey,Anguilla,3
Jersey,British Virgin Islands,3
Jersey,New Zealand,3
Jersey,French Polynesia,3
Jersey,Cayman Islands,3
Jersey,Turks and Caicos Islands,3
Jersey,El Salvador,3
Jersey,Grenada,3
Jersey,Fiji,3
Jersey,Bolivia,3
Jersey,Burundi,3
Jersey,Laos,3
Jersey,Equatorial Guinea,3
Jersey,Comoros,3
Jersey,Zambia,3
Jersey,Malawi,3
Jersey,Palau,3
Jersey,Western Sahara,3
Jersey,Sudan,3
Jersey,Botswana,3
Jersey,Guyana,3
Jersey,North Korea,3
Jersey,Mongolia,3
Jersey,Papua New Guinea,3
Jersey,Sao Tome and Principe,3
Jersey,Yemen,3
Jersey,Mozambique,3
Jersey,Samoa,3
Jersey,Kiribati,3
Jersey,Tuvalu,4
Jersey,Solomon Islands,4
Jersey,Vanuatu,4
Jersey,Tonga,4
Jersey,Greenland,3
Jersey,Cook Islands,3
Jersey,American Samoa,3
Jersey,Eritrea,3
Jersey,Bhutan,3
Jersey,Falkland Islands,3
Jersey,Saint Vincent and the Grenadines,3
Jersey,East Timor,3
Jersey,New Caledonia,3
Jersey,Norfolk Island,4
Jersey,Nauru,4
Jersey,Marshall Islands,3
Jersey,Saint Pierre and Miquelon,3
Jersey,Faroe Islands,3
Jersey,Lesotho,3
Jersey,Swaziland,3
Jersey,Wallis and Futuna,4
Jersey,Micronesia,4
Jersey,Cocos (Keeling) Islands,5
Jersey,Christmas Island,4
Malta,Guinea-Bissau,3
Malta,Somalia,3
Malta,Australia,3
Malta,Cambodia,3
Malta,Burma,3
Malta,Dominica,3
Malta,Northern Mariana Islands,3
Malta,Nicaragua,3
Malta,South Sudan,3
Malta,Brunei,3
Malta,Indonesia,3
Malta,Macau,3
Malta,Saint Kitts and Nevis,3
Malta,Paraguay,3
Malta,Belize,3
Malta,Honduras,3
Malta,Guam,3
Malta,Anguilla,3
Malta,British Virgin Islands,3
Malta,New Zealand,3
Malta,French Polynesia,3
Malta,Cayman Islands,3
Malta,Turks and Caicos Islands,3
Malta,El Salvador,3
Malta,Grenada,3
Malta,Fiji,3
Malta,Laos,3
Malta,Comoros,3
Malta,Zambia,3
Malta,Malawi,3
Malta,Palau,3
Malta,Botswana,3
Malta,Guyana,3
Malta,Papua New Guinea,3
Malta,Sao Tome and Principe,3
Malta,Mozambique,3
Malta,Samoa,3
Malta,Kiribati,3
Malta,Tuvalu,4
Malta,Solomon Islands,4
Malta,Vanuatu,4
Malta,Tonga,4
Malta,Cook Islands,3
Malta,American Samoa,3
Malta,Eritrea,3
Malta,Bhutan,3
Malta,Falkland Islands,3
Malta,Saint Vincent and the Grenadines,3
Malta,East Timor,3
Malta,New Caledonia,3
Malta,Norfolk Island,4
Malta,Nauru,4
Malta,Marshall Islands,3
Malta,Saint Pierre and Miquelon,3
Malta,Lesotho,3
Malta,Swaziland,3
Malta,Wallis and Futuna,4
Malta,Micronesia,4
Malta,Cocos (Keeling) Islands,5
Malta,Christmas Island,4
Ethiopia,Ecuador,3
Ethiopia,Gambia,3
Ethiopia,Guinea-Bissau,3
Ethiopia,Aruba,3
Ethiopia,Dominica,3
Ethiopia,Guatemala,3
Ethiopia,Costa Rica,3
Ethiopia,Nicaragua,3
Ethiopia,Saint Kitts and Nevis,3
Ethiopia,Uruguay,3
Ethiopia,Paraguay,3
Ethiopia,Belize,3
Ethiopia,Honduras,3
Ethiopia,Suriname,3
Ethiopia,Anguilla,3
Ethiopia,British Virgin Islands,3
Ethiopia,French Polynesia,3
Ethiopia,Cayman Islands,3
Ethiopia,Turks and Caicos Islands,3
Ethiopia,El Salvador,3
Ethiopia,Grenada,3
Ethiopia,Bolivia,3
Ethiopia,Palau,3
Ethiopia,Western Sahara,3
Ethiopia,Guyana,3
Ethiopia,Samoa,3
Ethiopia,Kiribati,3
Ethiopia,Tuvalu,3
Ethiopia,Solomon Islands,3
Ethiopia,Vanuatu,3
Ethiopia,Tonga,3
Ethiopia,Greenland,3
Ethiopia,Cook Islands,3
Ethiopia,American Samoa,3
Ethiopia,Falkland Islands,3
Ethiopia,Saint Vincent and the Grenadines,3
Ethiopia,East Timor,3
Ethiopia,New Caledonia,3
Ethiopia,Norfolk Island,3
Ethiopia,Nauru,3
Ethiopia,Marshall Islands,3
Ethiopia,Saint Pierre and Miquelon,3
Ethiopia,Faroe Islands,3
Ethiopia,Wallis and Futuna,3
Ethiopia,Micronesia,3
Ethiopia,Cocos (Keeling) Islands,4
Ethiopia,Christmas Island,3
Burundi,Azerbaijan,3
Burundi,Russia,3
Burundi,Burkina Faso,3
Burundi,Senegal,3
Burundi,Benin,3
Burundi,Togo,3
Burundi,Niger,3
Burundi,Colombia,3
Burundi,Ecuador,3
Burundi,Italy,3
Burundi,Spain,3
Burundi,Cyprus,3
Burundi,Sweden,3
Burundi,Finland,3
Burundi,Norway,3
Burundi,Philippines,3
Burundi,Liberia,3
Burundi,Gambia,4
Burundi,Sierra Leone,3
Burundi,Guinea,3
Burundi,Guinea-Bissau,4
Burundi,Singapore,3
Burundi,Australia,3
Burundi,Hong Kong,3
Burundi,Japan,3
Burundi,Taiwan,3
Burundi,Malaysia,3
Burundi,Cambodia,3
Burundi,Burma,3
Burundi,Vietnam,3
Burundi,Croatia,3
Burundi,Austria,3
Burundi,Bahamas,3
Burundi,United States,3
Burundi,Morocco,3
Burundi,Aruba,3
Burundi,Venezuela,3
Burundi,Netherlands Antilles,3
Burundi,Uzbekistan,3
Burundi,Montenegro,3
Burundi,Antigua and Barbuda,3
Burundi,Guadeloupe,3
Burundi,French Guiana,3
Burundi,Martinique,3
Burundi,Dominican Republic,3
Burundi,Dominica,4
Burundi,Saint Lucia,3
Burundi,Northern Mariana Islands,3
Burundi,Canada,3
Burundi,Israel,3
Burundi,Bangladesh,3
Burundi,Oman,3
Burundi,Nepal,3
Burundi,Argentina,3
Burundi,Mexico,3
Burundi,Guatemala,4
Burundi,Cuba,3
Burundi,Costa Rica,4
Burundi,Afghanistan,3
Burundi,Pakistan,3
Burundi,Serbia,3
Burundi,Macedonia,3
Burundi,Algeria,3
Burundi,Greece,3
Burundi,Hungary,3
Burundi,Ireland,3
Burundi,Portugal,3
Burundi,Czech Republic,3
Burundi,Bosnia and Herzegovina,3
Burundi,Tunisia,3
Burundi,Poland,3
Burundi,Panama,3
Burundi,Nicaragua,4
Burundi,Brunei,3
Burundi,Indonesia,3
Burundi,Macau,3
Burundi,Saint Kitts and Nevis,4
Burundi,Uruguay,4
Burundi,Paraguay,4
Burundi,Brazil,3
Burundi,Chile,3
Burundi,Belize,4
Burundi,Honduras,4
Burundi,Georgia,3
Burundi,Armenia,3
Burundi,Latvia,3
Burundi,Guam,3
Burundi,Jamaica,3
Burundi,Suriname,3
Burundi,Trinidad and Tobago,3
Burundi,Haiti,3
Burundi,Tajikistan,3
Burundi,Kazakhstan,3
Burundi,Kyrgyzstan,3
Burundi,Iran,3
Burundi,Ukraine,3
Burundi,Jordan,3
Burundi,Libya,3
Burundi,Chad,3
Burundi,Anguilla,4
Burundi,Puerto Rico,3
Burundi,British Virgin Islands,4
Burundi,Virgin Islands,3
Burundi,Moldova,3
Burundi,Romania,3
Burundi,Kuwait,3
Burundi,Bahrain,3
Burundi,Sri Lanka,3
Burundi,Bulgaria,3
Burundi,Albania,3
Burundi,Denmark,3
Burundi,New Zealand,3
Burundi,French Polynesia,4
Burundi,Bermuda,3
Burundi,Barbados,3
Burundi,Cayman Islands,4
Burundi,Turks and Caicos Islands,4
Burundi,Peru,3
Burundi,El Salvador,4
Burundi,Gibraltar,3
Burundi,Grenada,4
Burundi,Fiji,3
Burundi,Luxembourg,3
Burundi,Bolivia,4
Burundi,Guernsey,3
Burundi,Jersey,3
Burundi,Malta,3
Burundi,Lithuania,3
Burundi,Lebanon,3
Burundi,Central African Republic,3
Burundi,Laos,3
Burundi,Slovenia,3
Burundi,Mauritania,3
Burundi,Equatorial Guinea,3
Burundi,Reunion,3
Burundi,Palau,3
Burundi,Maldives,3
Burundi,Western Sahara,4
Burundi,Cape Verde,3
Burundi,Iceland,3
Burundi,Belarus,3
Burundi,Estonia,3
Burundi,Turkmenistan,3
Burundi,Isle of Man,3
Burundi,Namibia,3
Burundi,Guyana,4
Burundi,North Korea,3
Burundi,Mongolia,3
Burundi,Papua New Guinea,4
Burundi,Slovakia,3
Burundi,Sao Tome and Principe,3
Burundi,Iraq,3
Burundi,Samoa,4
Burundi,Kiribati,4
Burundi,Tuvalu,4
Burundi,Solomon Islands,4
Burundi,Vanuatu,4
Burundi,Tonga,4
Burundi,Greenland,4
Burundi,Cook Islands,4
Burundi,American Samoa,4
Burundi,Bhutan,3
Burundi,Falkland Islands,4
Burundi,Saint Vincent and the Grenadines,4
Burundi,East Timor,4
Burundi,New Caledonia,4
Burundi,Norfolk Island,4
Burundi,Nauru,4
Burundi,Marshall Islands,4
Burundi,Saint Pierre and Miquelon,4
Burundi,Faroe Islands,4
Burundi,Lesotho,3
Burundi,Swaziland,3
Burundi,Wallis and Futuna,4
Burundi,Micronesia,4
Burundi,Cocos (Keeling) Islands,5
Burundi,Christmas Island,4
Rwanda,Colombia,3
Rwanda,Ecuador,3
Rwanda,Gambia,3
Rwanda,Guinea,3
Rwanda,Guinea-Bissau,3
Rwanda,Cambodia,3
Rwanda,Burma,3
Rwanda,Bahamas,3
Rwanda,Aruba,3
Rwanda,Venezuela,3
Rwanda,Netherlands Antilles,3
Rwanda,Antigua and Barbuda,3
Rwanda,Guadeloupe,3
Rwanda,French Guiana,3
Rwanda,Martinique,3
Rwanda,Dominican Republic,3
Rwanda,Dominica,4
Rwanda,Saint Lucia,3
Rwanda,Northern Mariana Islands,3
Rwanda,Argentina,3
Rwanda,Mexico,3
Rwanda,Guatemala,3
Rwanda,Cuba,3
Rwanda,Costa Rica,3
Rwanda,Panama,3
Rwanda,Nicaragua,3
Rwanda,Macau,3
Rwanda,Saint Kitts and Nevis,3
Rwanda,Uruguay,3
Rwanda,Paraguay,3
Rwanda,Chile,3
Rwanda,Belize,3
Rwanda,Honduras,3
Rwanda,Guam,3
Rwanda,Jamaica,3
Rwanda,Suriname,3
Rwanda,Trinidad and Tobago,3
Rwanda,Haiti,3
Rwanda,Anguilla,4
Rwanda,Puerto Rico,3
Rwanda,British Virgin Islands,4
Rwanda,Virgin Islands,3
Rwanda,New Zealand,3
Rwanda,French Polynesia,3
Rwanda,Bermuda,3
Rwanda,Barbados,3
Rwanda,Cayman Islands,3
Rwanda,Turks and Caicos Islands,3
Rwanda,Peru,3
